date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:38	63741/63741	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2001:34:38%20GMT	https://sitesdanet.shop/slimgota1/	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/slimgota1/index.html	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:39	20651/20651	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2013:23:44%20GMT	https://sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_14-48-07.png	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_14-48-07.png	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:39	128721/128721	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Sep%202024%2012:47:53%20GMT	https://sitesdanet.shop/wp-content/uploads/2024/09/image-removebg-preview-2024-09-03T094620.019.png	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/uploads/2024/09/image-removebg-preview-2024-09-03T094620.019.png	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:40	22413/22413	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2013:23:44%20GMT	https://sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_14-48-28.png	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_14-48-28.png	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:40	6894/6894	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2013:23:44%20GMT	https://sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_14-49-00.png	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_14-49-00.png	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:41	4716/4716	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2013:23:44%20GMT	https://sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_14-49-23.png	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_14-49-23.png	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:42	25846/25846	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2013:23:46%20GMT	https://sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_15-11-30.png	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_15-11-30.png	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:43	24010/24010	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2013:23:46%20GMT	https://sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_15-33-22.png	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/uploads/2024/07/scrnli_16_07_2024_15-33-22.png	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:43	704/704	---M--	200	added ('OK')	text/css	date:Fri,%2013%20Sep%202024%2017:52:27%20GMT	https://sitesdanet.shop/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.24.2	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/plugins/elementor/assets/css/widget-text-editor.min81e1.css	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:44	254/254	---M--	200	added ('OK')	text/css	date:Fri,%2013%20Sep%202024%2017:52:27%20GMT	https://sitesdanet.shop/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.24.2	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/plugins/elementor/assets/css/widget-image.min81e1.css	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:45	4296/4296	---M--	200	added ('OK')	text/css	date:Fri,%2013%20Sep%202024%2017:52:27%20GMT	https://sitesdanet.shop/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.24.2	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/plugins/elementor/assets/css/widget-divider.min81e1.css	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:46	600/600	---M--	200	added ('OK')	text/css	date:Fri,%2013%20Sep%202024%2017:52:27%20GMT	https://sitesdanet.shop/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.24.2	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/plugins/elementor/assets/css/widget-heading.min81e1.css	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:46	1441/1441	---M--	200	added ('OK')	application/javascript	date:Wed,%2019%20Jun%202024%2012:32:52%20GMT	https://sitesdanet.shop/wp-content/plugins/super-links/assets/js/automatic-links.js?ver=4.0.26	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/plugins/super-links/assets/js/automatic-linksd252.js	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:47	4997/4997	---M--	200	added ('OK')	application/javascript	date:Fri,%2013%20Sep%202024%2017:52:28%20GMT	https://sitesdanet.shop/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.24.2	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/plugins/elementor/assets/js/webpack.runtime.min81e1.js	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:49	87553/87553	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Aug%202023%2001:44:24%20GMT	https://sitesdanet.shop/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-includes/js/jquery/jquery.minf43b.js	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:49	13577/13577	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2014:19:24%20GMT	https://sitesdanet.shop/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:50	80657/80657	---M--	200	added ('OK')	application/javascript	date:Fri,%2013%20Sep%202024%2017:52:28%20GMT	https://sitesdanet.shop/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.24.2	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/plugins/elementor/assets/js/frontend-modules.min81e1.js	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:51	21464/21464	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202024%2018:50:00%20GMT	https://sitesdanet.shop/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-includes/js/jquery/ui/core.minb37e.js	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
22:34:52	41172/41172	---M--	200	added ('OK')	application/javascript	date:Fri,%2013%20Sep%202024%2017:52:28%20GMT	https://sitesdanet.shop/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.24.2	C:/Users/jobsd/Documents/HTTrack/slim%20gota/sitesdanet.shop/wp-content/plugins/elementor/assets/js/frontend.min81e1.js	(from https://sitesdanet.shop/slimgota1/?gad_source=1)
